"Station","time.code","Deer.det","Coyote.det","start.date","end.date","days.available","days.inactive","days.active","Reservation","X","season","phase"
"BR1137","T21",4,1,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1137","T22",9,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1137","T23",6,2,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1137","T24",3,2,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1137","T3",5,1,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1137","T4",3,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1137","T5",0,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1137","T6",3,0,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1137","T7",3,1,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1137","T8",0,0,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1137","T9",1,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1141","T1",10,1,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1141","T10",6,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1141","T11",11,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1141","T12",2,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1141","T13",1,0,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1141","T14",9,0,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1141","T15",24,1,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1141","T16",37,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1141","T17",26,6,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1141","T18",61,1,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1141","T19",24,3,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1141","T2",18,1,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1141","T20",43,3,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1141","T21",51,0,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1141","T22",35,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1141","T23",24,0,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1141","T24",15,0,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1141","T3",10,2,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1141","T4",9,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1141","T5",11,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1141","T6",17,0,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1141","T7",12,1,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1141","T8",17,2,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1141","T9",11,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1153","T1",0,2,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1153","T10",0,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1153","T11",1,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1153","T12",0,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1153","T13",5,0,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1153","T14",2,0,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1153","T15",3,0,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1153","T16",1,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1153","T17",0,1,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1153","T18",6,1,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1153","T19",7,1,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1153","T2",0,0,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1153","T20",5,0,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1153","T21",15,0,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1153","T22",7,1,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1153","T23",6,1,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1153","T24",1,2,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1153","T3",0,0,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1153","T4",0,1,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1153","T5",2,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1153","T6",0,0,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1153","T7",1,0,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1153","T8",2,0,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1153","T9",5,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1157","T1",7,1,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1157","T10",4,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1157","T11",0,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1157","T12",0,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1157","T13",0,0,2016-07-01,2016-07-10,10,10,0,"Brecksville",NA,"summer","summer.forage"
"BR1157","T14",0,0,2016-07-11,2016-07-26,16,16,0,"Brecksville",NA,"summer","summer.forage"
"BR1157","T15",0,1,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1157","T16",10,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1157","T17",17,1,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1157","T18",3,0,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1157","T19",11,1,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1157","T2",3,1,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1157","T20",24,1,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1157","T21",1,3,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1157","T22",0,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1157","T23",2,3,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1157","T24",4,0,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1157","T3",4,0,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1157","T4",5,1,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1157","T5",1,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1157","T6",1,1,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1157","T7",0,0,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1157","T8",3,2,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1157","T9",1,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1169","T1",0,0,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1169","T10",4,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1169","T11",0,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1169","T12",1,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1169","T13",1,0,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1169","T14",0,0,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1169","T15",1,1,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1169","T16",1,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1169","T17",4,0,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1169","T18",13,0,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1169","T19",7,1,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1169","T2",0,0,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1169","T20",3,0,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1169","T21",4,0,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1169","T22",1,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1169","T23",1,0,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1169","T24",0,0,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1169","T3",6,1,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1169","T4",3,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1169","T5",1,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1169","T6",0,0,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1169","T7",3,1,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1169","T8",1,0,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1169","T9",1,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1173","T1",11,0,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1173","T10",15,1,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1173","T11",2,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1173","T12",0,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1173","T13",1,0,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1173","T14",0,0,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1173","T15",5,0,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1173","T16",3,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1173","T17",9,0,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1173","T18",4,0,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1173","T19",4,0,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1173","T2",5,1,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1173","T20",0,0,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1173","T21",11,0,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1173","T22",10,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1173","T23",5,0,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1173","T24",4,0,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1173","T3",9,0,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1173","T4",11,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1173","T5",16,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1173","T6",25,1,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1173","T7",19,0,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1173","T8",8,0,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1173","T9",8,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1185","T1",10,2,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1185","T10",7,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1185","T11",3,0,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1185","T12",0,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1185","T13",10,2,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1185","T14",10,2,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1185","T15",17,1,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1185","T16",15,7,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1185","T17",39,6,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1185","T18",30,4,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1185","T19",56,5,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1185","T2",12,2,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1185","T20",127,3,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1185","T21",97,2,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1185","T22",23,5,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1185","T23",9,8,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1185","T24",9,3,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1185","T3",34,8,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1185","T4",23,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1185","T5",10,1,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1185","T6",5,0,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1185","T7",3,0,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1185","T8",6,1,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1185","T9",13,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1189","T1",4,0,2017-01-01,2017-01-16,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1189","T10",3,0,2017-05-25,2017-06-09,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1189","T11",5,1,2017-06-10,2017-06-25,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1189","T12",0,0,2017-06-26,2017-06-30,5,0,5,"Brecksville",NA,"summer","fawning"
"BR1189","T13",2,0,2016-07-01,2016-07-10,10,0,10,"Brecksville",NA,"summer","summer.forage"
"BR1189","T14",2,0,2016-07-11,2016-07-26,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1189","T15",5,0,2016-07-27,2016-08-11,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1189","T16",4,0,2016-08-12,2016-08-27,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1189","T17",7,0,2016-08-28,2016-09-12,16,0,16,"Brecksville",NA,"summer","summer.forage"
"BR1189","T18",14,0,2016-09-13,2016-09-28,16,0,16,"Brecksville",NA,"autumn","summer.forage"
"BR1189","T19",1,0,2016-09-29,2016-10-14,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1189","T2",5,0,2017-01-17,2017-02-01,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1189","T20",2,0,2016-10-15,2016-10-30,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1189","T21",1,2,2016-10-31,2016-11-15,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1189","T22",13,0,2016-11-16,2016-12-01,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1189","T23",6,0,2016-12-02,2016-12-17,16,0,16,"Brecksville",NA,"autumn","rut"
"BR1189","T24",0,0,2016-12-18,2016-12-31,14,0,14,"Brecksville",NA,"winter","rut"
"BR1189","T3",5,0,2017-02-02,2017-02-17,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1189","T4",0,0,2017-02-18,2017-03-05,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1189","T5",3,0,2017-03-06,2017-03-21,16,0,16,"Brecksville",NA,"winter","winter.forage"
"BR1189","T6",4,1,2017-03-22,2017-04-06,16,0,16,"Brecksville",NA,"spring","winter.forage"
"BR1189","T7",4,0,2017-04-07,2017-04-22,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1189","T8",11,0,2017-04-23,2017-05-08,16,0,16,"Brecksville",NA,"spring","fawning"
"BR1189","T9",3,0,2017-05-09,2017-05-24,16,0,16,"Brecksville",NA,"spring","fawning"
"BW1006","T1",19,5,2017-01-01,2017-01-16,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1006","T10",0,1,2017-05-25,2017-06-09,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1006","T11",1,1,2017-06-10,2017-06-25,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1006","T12",1,0,2017-06-26,2017-06-30,5,0,5,"Bradley_Woods",NA,"summer","fawning"
"BW1006","T13",5,0,2016-07-01,2016-07-10,10,0,10,"Bradley_Woods",NA,"summer","summer.forage"
"BW1006","T14",8,4,2016-07-11,2016-07-26,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1006","T15",1,1,2016-07-27,2016-08-11,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1006","T16",8,0,2016-08-12,2016-08-27,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1006","T17",12,0,2016-08-28,2016-09-12,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1006","T18",10,0,2016-09-13,2016-09-28,16,0,16,"Bradley_Woods",NA,"autumn","summer.forage"
"BW1006","T19",9,0,2016-09-29,2016-10-14,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1006","T2",14,2,2017-01-17,2017-02-01,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1006","T20",26,0,2016-10-15,2016-10-30,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1006","T21",36,4,2016-10-31,2016-11-15,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1006","T22",25,0,2016-11-16,2016-12-01,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1006","T23",20,0,2016-12-02,2016-12-17,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1006","T24",16,1,2016-12-18,2016-12-31,14,0,14,"Bradley_Woods",NA,"winter","rut"
"BW1006","T3",13,4,2017-02-02,2017-02-17,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1006","T4",28,0,2017-02-18,2017-03-05,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1006","T5",11,7,2017-03-06,2017-03-21,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1006","T6",14,2,2017-03-22,2017-04-06,16,0,16,"Bradley_Woods",NA,"spring","winter.forage"
"BW1006","T7",2,2,2017-04-07,2017-04-22,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1006","T8",11,0,2017-04-23,2017-05-08,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1006","T9",2,0,2017-05-09,2017-05-24,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1050","T1",10,5,2017-01-01,2017-01-16,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1050","T10",3,2,2017-05-25,2017-06-09,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1050","T11",0,0,2017-06-10,2017-06-25,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1050","T12",1,0,2017-06-26,2017-06-30,5,0,5,"Bradley_Woods",NA,"summer","fawning"
"BW1050","T13",6,0,2016-07-01,2016-07-10,10,0,10,"Bradley_Woods",NA,"summer","summer.forage"
"BW1050","T14",5,1,2016-07-11,2016-07-26,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1050","T15",14,0,2016-07-27,2016-08-11,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1050","T16",6,3,2016-08-12,2016-08-27,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1050","T17",12,2,2016-08-28,2016-09-12,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1050","T18",15,0,2016-09-13,2016-09-28,16,0,16,"Bradley_Woods",NA,"autumn","summer.forage"
"BW1050","T19",22,2,2016-09-29,2016-10-14,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1050","T2",12,1,2017-01-17,2017-02-01,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1050","T20",24,1,2016-10-15,2016-10-30,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1050","T21",52,1,2016-10-31,2016-11-15,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1050","T22",36,0,2016-11-16,2016-12-01,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1050","T23",16,0,2016-12-02,2016-12-17,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1050","T24",15,1,2016-12-18,2016-12-31,14,0,14,"Bradley_Woods",NA,"winter","rut"
"BW1050","T3",20,1,2017-02-02,2017-02-17,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1050","T4",8,0,2017-02-18,2017-03-05,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1050","T5",5,1,2017-03-06,2017-03-21,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1050","T6",26,0,2017-03-22,2017-04-06,16,0,16,"Bradley_Woods",NA,"spring","winter.forage"
"BW1050","T7",26,0,2017-04-07,2017-04-22,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1050","T8",28,1,2017-04-23,2017-05-08,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1050","T9",8,1,2017-05-09,2017-05-24,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1070","T1",18,1,2017-01-01,2017-01-16,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1070","T10",5,1,2017-05-25,2017-06-09,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1070","T11",3,0,2017-06-10,2017-06-25,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1070","T12",3,0,2017-06-26,2017-06-30,5,0,5,"Bradley_Woods",NA,"summer","fawning"
"BW1070","T13",2,0,2016-07-01,2016-07-10,10,0,10,"Bradley_Woods",NA,"summer","summer.forage"
"BW1070","T14",2,0,2016-07-11,2016-07-26,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1070","T15",3,0,2016-07-27,2016-08-11,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1070","T16",6,0,2016-08-12,2016-08-27,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1070","T17",2,1,2016-08-28,2016-09-12,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1070","T18",4,0,2016-09-13,2016-09-28,16,0,16,"Bradley_Woods",NA,"autumn","summer.forage"
"BW1070","T19",11,0,2016-09-29,2016-10-14,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1070","T2",9,0,2017-01-17,2017-02-01,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1070","T20",13,1,2016-10-15,2016-10-30,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1070","T21",24,1,2016-10-31,2016-11-15,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1070","T22",41,0,2016-11-16,2016-12-01,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1070","T23",39,3,2016-12-02,2016-12-17,16,0,16,"Bradley_Woods",NA,"autumn","rut"
"BW1070","T24",26,3,2016-12-18,2016-12-31,14,0,14,"Bradley_Woods",NA,"winter","rut"
"BW1070","T3",13,0,2017-02-02,2017-02-17,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1070","T4",22,0,2017-02-18,2017-03-05,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1070","T5",11,1,2017-03-06,2017-03-21,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1070","T6",3,1,2017-03-22,2017-04-06,16,0,16,"Bradley_Woods",NA,"spring","winter.forage"
"BW1070","T7",8,0,2017-04-07,2017-04-22,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1070","T8",2,0,2017-04-23,2017-05-08,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1070","T9",4,0,2017-05-09,2017-05-24,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1114","T1",14,5,2017-01-01,2017-01-16,16,0,16,"Bradley_Woods",NA,"winter","winter.forage"
"BW1114","T10",6,4,2017-05-25,2017-06-09,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1114","T11",5,1,2017-06-10,2017-06-25,16,0,16,"Bradley_Woods",NA,"spring","fawning"
"BW1114","T12",1,0,2017-06-26,2017-06-30,5,0,5,"Bradley_Woods",NA,"summer","fawning"
"BW1114","T13",8,0,2016-07-01,2016-07-10,10,0,10,"Bradley_Woods",NA,"summer","summer.forage"
"BW1114","T14",13,0,2016-07-11,2016-07-26,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
"BW1114","T15",16,1,2016-07-27,2016-08-11,16,0,16,"Bradley_Woods",NA,"summer","summer.forage"
